Insurance Validity,Fuel Type,Engine Displacement,Year of Manufacture,ft,bt,transmission,ownerNo,oem,model,Wheel Size,Color,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Drive Type,Seating Capacity,Steering Type,Tyre Type,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Super Charger,Turning Radius,City,price_in_lakhs,km_winsorized,price_in_lakhs_winzorized
Third Party insurance,Diesel,1995 cc,2016.0,Diesel,SUV,Automatic,1,BMW,BMW X1,17.0,Others,4.0,CRDi,Yes,4439.0,1821.0,1612.0,2670.0,8 Speed,4WD,5.0,Power,runflat,5.0,505.0,20.68,DOHC,No,5.8,Kolkata,19.5,10.308985993422082,18.40999999999999
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,16.0,Blue,4.0,MPFI,No,3985.0,1734.0,1505.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,5.0,285.0,18.6,DOHC,No,5.2,Kolkata,6.0,9.702973165917758,6.0
Comprehensive,Petrol,1497 cc,2019.0,Petrol,Sedan,Manual,1,Honda,Honda City,15.0,White,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,17.4,SOHC,No,5.3,Kolkata,7.75,10.786945127315043,7.75
Third Party insurance,Petrol,1451 cc,2019.0,Petrol,SUV,Automatic,1,MG,MG Hector,17.0,White,4.0,Unknown,Yes,4655.0,1835.0,1760.0,2750.0,6 Speed,FWD,5.0,Power,radial,5.0,587.0,13.96,Unknown,Unknown,13.900958253913911,Kolkata,13.65,10.373522431293592,13.65
Third Party insurance,Petrol,1598 cc,2020.0,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,16.0,Others,4.0,MPFI,No,4413.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,14.3,DOHC,No,5.3,Kolkata,8.5,9.90353755128617,8.5
Comprehensive,Petrol,1496 cc,2015.0,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,16.0,White,4.0,EFI,No,4369.0,1695.0,1510.0,2550.0,5 Speed,FWD,5.0,Power,tubeless,4.0,595.0,16.78,DOHC,No,4.9,Kolkata,4.35,10.933535449335354,4.35
Comprehensive,Diesel,1582 cc,2019.0,Diesel,Sedan,Manual,2,Hyundai,Hyundai Elantra,16.0,Black,4.0,CRDi,Yes,4570.0,1800.0,1465.0,2700.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,420.0,22.54,DOHC,No,9.017396140168684,Kolkata,9.56,11.016019182793048,9.56
Comprehensive,Petrol,1198 cc,2017.0,Petrol,Hatchback,Automatic,1,Nissan,Nissan Micra,15.0,Blue,3.0,Unknown,No,3825.0,1665.0,1530.0,2450.0,CVT,FWD,5.0,Power,"tubeless,radial",5.0,251.0,19.34,DOHC,No,4.65,Kolkata,4.31,9.851404472665903,4.31
Third Party insurance,Petrol,1373 cc,2014.0,Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,16.0,Others,4.0,MPFI,No,4265.0,1695.0,1685.0,2740.0,5 Speed ,FWD,7.0,Power,"tubeless,radial",5.0,135.0,16.02,DOHC,No,5.2,Kolkata,5.75,10.819798284210286,5.75
Comprehensive,Diesel,1248 cc,2017.0,Diesel,Sedan,Manual,1,Tata,Tata Zest,16.0,Silver,4.0,CRDi,Yes,3995.0,1706.0,1570.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,390.0,22.95,DOHC,No,5.1,Kolkata,4.32,11.563955014694816,4.32
Third Party insurance,Petrol,998 cc,2014.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,13.0,Red,3.0,Unknown,No,3620.0,1475.0,1460.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,239.84234437195312,20.92,DOHC,No,4.6,Kolkata,2.55,10.175497455593613,2.55
Third Party insurance,Diesel,2143 cc,2015.0,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLA Class,18.0,Silver,4.0,CRDi,Yes,4417.0,1804.0,1494.0,2699.0,7 Speed 7G-DCT,AWD,5.0,Power,"tubeless,radial",5.0,421.0,17.9,DOHC,No,5.92,Kolkata,16.75,10.482933978579906,16.75
Comprehensive,Petrol,998 cc,2021.0,Petrol,Hatchback,Automatic,2,Maruti,Maruti S-Presso,14.0,Silver,3.0,Unknown,Unknown,3565.0,1520.0,1564.0,2380.0,AGS,FWD,5.0,Power,"tubeless,radial",5.0,223.92438772333517,21.7,Unknown,Unknown,4.5,Kolkata,4.79,9.702973165917758,4.79
Third Party insurance,Petrol,1199 cc,2020.0,Petrol,SUV,Manual,1,Tata,Tata Nexon,17.0,Others,3.0,Unknown,No,3993.0,1811.0,1606.0,2498.0,6 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,350.0,17.33,DOHC,Unknown,5.1,Kolkata,7.63,10.308985993422082,7.63
Comprehensive,Petrol,1591 cc,2019.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,17.0,Black,4.0,MPFI,No,4270.0,1780.0,1665.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,15.8,DOHC,No,5.3,Kolkata,9.99,10.751884808366633,9.99
Third Party insurance,Petrol,1197 cc,2013.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Kolkata,2.8,9.90353755128617,2.8
Third Party insurance,Petrol,1462 cc,2018.0,Petrol,MUV,Automatic,1,Maruti,Maruti Ertiga,16.0,Others,4.0,MPFI,No,4395.0,1735.0,1690.0,2740.0,4 Speed,2WD,7.0,Power,"tubeless,radial",5.0,209.0,18.69,DOHC,No,5.2,Kolkata,7.75,11.563955014694816,7.75
Third Party insurance,Diesel,1598 cc,2014.0,Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,14.0,Golden,4.0,Direct Injection,Yes,4386.0,1699.0,1466.0,2552.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,460.0,20.5,DOHC,No,5.3,Kolkata,3.5,11.082157933374816,3.5
Comprehensive,Petrol,1199 cc,2018.0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,14.0,Brown,4.0,MPFi,No,3995.0,1695.0,1501.0,2470.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,420.0,19.5,SOHC,No,4.5,Kolkata,4.45,11.418625774449598,4.45
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,16.0,White,4.0,MPFI,No,3995.0,1760.0,1555.0,2570.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,285.0,17.19,DOHC,No,5.2,Kolkata,5.0,10.714439990727769,5.0
Third Party insurance,Petrol,3982 cc,2016.0,Petrol,Coupe,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GT,19.0,Others,8.0,Direct Injection,Yes,4546.0,1939.0,1288.0,2630.0,7 Speed,RWD,2.0,Power,tubeless,2.0,285.0,12.65,DOHC,No,5.75,Kolkata,210.0,10.308985993422082,18.40999999999999
Third Party insurance,Petrol,1462 cc,2019.0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,16.0,Others,4.0,MPFI,No,4490.0,1730.0,1485.0,2650.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,510.0,21.56,DOHC,No,5.4,Kolkata,8.25,10.308985993422082,8.25
Third Party insurance,Petrol,1197 cc,2017.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Others,4.0,MPFI,No,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,21.4,DOHC,No,4.9,Kolkata,5.1,11.002116507732017,5.1
Third Party insurance,Petrol,1496 cc,2014.0,Petrol,Sedan,Manual,1,Toyota,Toyota Etios,15.0,Silver,4.0,EFI(Electronic Fuel Injection),No,4265.0,1695.0,1510.0,2550.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,595.0,16.78,DOHC,No,4.9,Kolkata,3.25,10.933124826700707,3.25
Third Party insurance,Petrol,1591 cc,2016.0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,16.0,Grey,4.0,MPFI,No,4375.0,1700.0,1475.0,2570.0,5 Speed,FWD,5.0,Power,tubeless,4.0,465.0,17.01,DOHC,No,5.2,Kolkata,5.0,10.904487012337237,5.0
Comprehensive,Petrol,999 cc,2020.0,Petrol,MUV,Automatic,1,Renault,Renault Triber,16.0,Blue,3.0,MPFi,Unknown,3991.0,1739.0,1643.0,2548.67252318204,5 Speed,FWD,7.0,Electric,"tubeless,radial",5.0,84.0,18.2,DOHC,Unknown,5.754793472428233,Kolkata,6.4,10.032188547551861,6.4
Third Party insurance,Petrol,796 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Grey,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Kolkata,3.34,9.702973165917758,3.34
Comprehensive,Diesel,1968 cc,2014.0,Diesel,Sedan,Automatic,1,Audi,Audi A6,17.0,Red,4.0,CRDI,Yes,4915.0,2086.0,1455.0,2912.0,8 Speed,FWD,5.0,Power,"tubeless,radial",4.0,530.0,17.68,DOHC,No,5.95,Kolkata,12.5,10.605990828020099,12.5
Comprehensive,Petrol,998 cc,2020.0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai i20,16.0,Red,3.0,Unknown,Yes,3995.0,1775.0,1505.0,2580.0,7 Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,20.28,DOHC,Unknown,2.9990303199075825,Kolkata,7.74,9.702973165917758,7.74
Comprehensive,Petrol,796 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Kolkata,3.26,9.702973165917758,3.26
Comprehensive,Diesel,1995 cc,2019.0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,17.0,Blue,4.0,CRDi,Yes,4824.0,1811.0,1429.0,2810.0,8 Speed,RWD,5.0,Power,"tubeless,radial",4.0,480.0,22.69,DOHC,No,5.5,Kolkata,24.0,10.165505603232393,18.40999999999999
Comprehensive,Petrol,1197 cc,2021.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,16.0,Red,4.0,Unknown,Unknown,3995.0,1735.0,1515.0,2450.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",4.0,378.0,22.41,DOHC,Unknown,4.8,Kolkata,6.34,9.702973165917758,6.34
Third Party insurance,Diesel,2143 cc,2011.0,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,16.0,Golden,4.0,Unknown,Yes,4591.0,1770.0,1447.0,2760.0,7 Speed,RWD,5.0,Power,"tubeless,radial",4.0,475.0,14.94,DOHC,No,5.42,Kolkata,8.25,10.757924157061597,8.25
Comprehensive,Petrol,998 cc,2021.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti S-Presso,14.0,Orange,3.0,Unknown,Unknown,3565.0,1520.0,1564.0,2380.0,AGS,FWD,5.0,Power,"tubeless,radial",5.0,223.92438772333517,21.7,Unknown,Unknown,4.5,Kolkata,4.58,10.074663898225085,4.58
Comprehensive,Petrol,998 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,14.0,Red,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Kolkata,4.14,9.702973165917758,4.14
Third Party insurance,Diesel,1461 cc,2013.0,Diesel,SUV,Manual,1,Renault,Renault Duster,16.0,Brown,4.0,CRDI,Yes,4315.0,1822.0,1695.0,2673.0,6 Speed,FWD,5.0,Power,"tubeless,radial",5.0,475.0,19.01,DOHC,No,5.2,Kolkata,3.1,11.563955014694816,3.1
Third Party insurance,Petrol,1197 cc,2015.0,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Xcent,15.0,Others,4.0,Direct Injection,No,3995.0,1660.0,1520.0,2425.0,4 Speed ,FWD,5.0,Power,tubeless,4.0,407.0,16.9,DOHC,No,4.7,Kolkata,4.5,11.156264806643742,4.5
Third Party insurance,Diesel,1969 cc,2019.0,Diesel,SUV,Automatic,2,Volvo,Volvo XC60,19.0,White,4.0,CRDi,Yes,4688.0,1902.0,1658.0,2865.0,8 Speed,AWD,5.0,Power,"tubeless,radial",5.0,467.6110483551036,11.2,DOHC,No,11.45478698860321,Kolkata,42.475,10.5506169722625,18.40999999999999
Comprehensive,Diesel,2157 cc,2020.0,Diesel,SUV,Automatic,1,Mahindra,Mahindra Alturas G4,18.0,Silver,4.0,CRDi,Yes,4850.0,1960.0,1845.0,2865.0,Mercedes Benz 7 Speed Automatic,4WD,7.0,Power,"radial,tubeless",5.0,546.6126511207915,12.05,Unknown,Unknown,5.5,Kolkata,20.25,11.24095924895845,18.40999999999999
Third Party insurance,Diesel,2993 cc,2016.0,Diesel,SUV,Automatic,1,BMW,BMW X3,18.0,Others,6.0,CRDi,Yes,4657.0,2089.0,1678.0,2810.0,8 Speed,4WD,5.0,Power,"tubeless,radial",5.0,485.0,16.55,DOHC,No,5.95,Kolkata,24.6,10.596659732783579,18.40999999999999
Comprehensive,Petrol,2354 cc,2008.0,Petrol,Sedan,Automatic,3,Honda,Honda New Accord,16.0,Golden,4.0,PGM-FI (Programmed Fuel Injection),No,4950.0,1845.0,1475.0,2800.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,580.4877211401204,11.7,DOHC,No,5.6,Kolkata,5.0,11.400864775416718,5.0
Third Party insurance,Petrol,1591 cc,2018.0,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,16.0,Others,4.0,MPFI,No,4440.0,1729.0,1475.0,2600.0,6 Speed,FWD,5.0,Power,tubeless,4.0,480.0,17.0,DOHC,No,5.2,Kolkata,9.0,10.819798284210286,9.0
Third Party insurance,Petrol,2494 cc,2014.0,Petrol,Sedan,Automatic,3,Toyota,Toyota Camry,17.0,White,4.0,Electronic Fuel Injection(EFI),No,4825.0,1825.0,1480.0,2775.0,6 Speed ,FWD,5.0,Power,"tubeless,radial",4.0,548.454202564468,19.16,DOHC,No,5.5,Kolkata,12.0,11.156264806643742,12.0
Third Party insurance,Diesel,1493 cc,2017.0,Diesel,SUV,Manual,1,Mahindra,Mahindra TUV 300,17.0,Silver,3.0,CRDi,Yes,3995.0,1835.0,1826.0,2680.0,5 Speed,RWD,7.0,Power,"tubeless, radial",5.0,384.0,18.49,Unknown,No,5.35,Kolkata,4.0,10.518700218288165,4.0
Comprehensive,Petrol,1196 cc,2011.0,Petrol,Hatchback,Manual,2,Ford,Ford Figo,15.0,Green,4.0,SEFI,No,3795.0,1680.0,1427.0,2489.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,284.0,15.6,DOHC,No,4.9,Kolkata,1.49,10.645448706505872,2.55
Comprehensive,Petrol,998 cc,2016.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Alto K10,14.0,Red,3.0,MPFi,No,3545.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,177.0,23.95,DOHC,No,4.6,Kolkata,3.24,9.872667455196241,3.24
Comprehensive,Petrol,796 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Blue,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Kolkata,3.56,9.702973165917758,3.56
Comprehensive,Petrol,1198 cc,2014.0,Petrol,Sedan,Manual,1,Honda,Honda Amaze,15.0,Grey,4.0,Unknown,No,3990.0,1680.0,1505.0,2405.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,400.0,18.0,SOHC,No,4.5,Kolkata,2.95,10.270939218446076,2.95
Comprehensive,Petrol,1199 cc,2016.0,Petrol,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,15.0,Red,4.0,MPFI,No,3640.0,1595.0,1520.0,2375.0,5 Speed,FWD,5.0,Power,tubeless,5.0,170.0,18.6,DOHC,No,4.8,Kolkata,2.3,9.852404762306811,2.55
Comprehensive,Petrol,796 cc,2016.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Blue,3.0,MPFi,No,3395.0,1490.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,177.0,22.74,DOHC,No,4.6,Kolkata,2.68,10.251676592824563,2.68
Third Party insurance,Petrol,1197 cc,2022.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,16.0,Red,4.0,Unknown,No,3995.0,1775.0,1505.0,2580.0,5 Speed,FWD,5.0,Electric,"tubeless,radial",5.0,311.0,21.0,DOHC,Unknown,2.9990303199075825,Kolkata,6.9,9.702973165917758,6.9
Comprehensive,Petrol,1197 cc,2020.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,16.0,Grey,4.0,MPFi,No,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Electric,tubeless,5.0,268.0,21.21,DOHC,No,4.8,Kolkata,5.49,10.770272864506444,5.49
Third Party insurance,Petrol,1353 cc,2022.0,Petrol,SUV,Manual,2,Kia,Kia Seltos,17.0,White,4.0,GDi,Yes,4315.0,1800.0,1645.0,2610.0,6-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.5,DOHC,Unknown,8.614012373969004,Kolkata,16.0,9.702973165917758,16.0
Comprehensive,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,15.0,Blue,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Kolkata,4.87,10.086725356114435,4.87
Comprehensive,Petrol,998 cc,2019.0,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,14.0,Silver,3.0,MPFi,No,3545.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,177.0,23.95,DOHC,No,4.6,Kolkata,3.02,10.694101676322282,3.02
Comprehensive,Diesel,1956 cc,2020.0,Diesel,SUV,Automatic,1,Jeep,Jeep Compass,18.0,Black,4.0,CRDI,Yes,4395.0,1818.0,1640.0,2636.0,6 Speed,4WD,5.0,Power,"radial,tubless",5.0,408.0,17.1,DOHC,No,9.17921373457304,Kolkata,17.5,10.71681489335218,17.5
Comprehensive,Petrol,1197 cc,2015.0,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,16.0,Grey,4.0,MPFI,No,3995.0,1695.0,1555.0,2430.0,4 Speed ,FWD,5.0,Power,"tubeless,radial",4.0,320.0,18.5,DOHC,No,4.8,Kolkata,4.25,9.702973165917758,4.25
Comprehensive,Diesel,2494 cc,2007.0,Diesel,MUV,Manual,1,Toyota,Toyota Innova,15.0,Black,4.0,Common Rail,Yes,4585.0,1765.0,1760.0,2750.0,5 Speed,RWD,8.0,Power,"tubeless,radial",5.0,300.0,12.99,DOHC,No,5.4,Kolkata,2.84,11.563955014694816,2.84
Comprehensive,Petrol,998 cc,2021.0,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,14.0,Orange,3.0,Unknown,Unknown,3565.0,1520.0,1567.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,223.8481396206207,21.7,Unknown,Unknown,4.5,Kolkata,4.3,9.702973165917758,4.3
Comprehensive,Diesel,1248 cc,2018.0,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,16.0,Red,4.0,CRDi,Yes,3995.0,1745.0,1510.0,2520.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,339.0,27.39,DOHC,No,4.9,Kolkata,4.45,11.19822841866684,4.45
Comprehensive,Petrol,1462 cc,2022.0,Petrol,SUV,Manual,1,Maruti,Maruti Brezza,16.0,Silver,4.0,Unknown,Unknown,3995.0,1790.0,1685.0,2500.0,5-Speed,Unknown,5.0,Electric,"tubeless,radial",5.0,328.0,19.89,Unknown,Unknown,5.4601278078135564,Kolkata,11.99,9.702973165917758,11.99
Third Party insurance,Petrol,1197 cc,2010.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,13.0,Others,4.0,MPFI,No,3585.0,1595.0,1550.0,2380.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,246.669410910312,20.36,DOHC,No,2.095131664346063,Kolkata,1.7,10.308985993422082,2.55
Comprehensive,Diesel,1461 cc,2013.0,Diesel,SUV,Manual,1,Nissan,Nissan Terrano,18.0,Grey,4.0,CRDi,Yes,4331.0,2000.0,1671.0,2673.0,5 Speed,FWD,5.0,Power,tubeless,5.0,475.0,20.45,DOHC,No,5.2,Kolkata,3.5,10.477316144080852,3.5
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,16.0,Others,4.0,MPFi,No,3840.0,1735.0,1530.0,2450.0,5,FWD,5.0,Power,tubeless,5.0,268.0,22.0,DOHC,No,4.8,Kolkata,5.25,9.702973165917758,5.25
Comprehensive,Diesel,1186 cc,2017.0,Diesel,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,15.0,White,3.0,CRDi,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,24.0,DOHC,No,4.8,Kolkata,3.85,10.668978650219241,3.85
Comprehensive,CNG,998 cc,2021.0,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,15.0,Silver,3.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,tubeless,5.0,341.0,32.52,DOHC,No,4.7,Kolkata,4.98,10.438371441395189,4.98
Third Party insurance,Petrol,1197 cc,2021.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10 Nios,14.0,Blue,4.0,Unknown,No,3805.0,1680.0,1520.0,2450.0,5-Speed,FWD,5.0,Electric,"tubeless,radial",5.0,300.8603119300095,20.7,DOHC,Unknown,2.714684156229616,Kolkata,6.25,9.702973165917758,6.25
Third Party insurance,Petrol,1197 cc,2019.0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,15.0,Orange,4.0,MPFI,No,3765.0,1660.0,1520.0,2425.0,5 Speed,FWD,5.0,Power,tubeless,5.0,256.0,18.9,DOHC,No,4.8,Kolkata,4.94,10.026545540027982,4.94
Comprehensive,CNG,998 cc,2019.0,Cng,Hatchback,Manual,1,Maruti,Maruti Wagon R,15.0,Blue,3.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,32.52,DOHC,No,4.7,Kolkata,4.62,10.205183470748327,4.62
Comprehensive,Petrol,1591 cc,2016.0,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,17.0,Black,4.0,MPFi,No,4270.0,1780.0,1630.0,2590.0,6 Speed,FWD,5.0,Power,tubeless,5.0,400.0,13.0,DOHC,No,5.3,Kolkata,7.1,10.551245030797263,7.1
Comprehensive,Petrol,1497 cc,2018.0,Petrol,Sedan,Automatic,1,Honda,Honda City,16.0,Silver,4.0,PGM-Fi,No,4440.0,1695.0,1495.0,2600.0,CVT,FWD,5.0,Power,"tubeless,radial",4.0,510.0,18.0,SOHC,No,5.3,Kolkata,8.89,10.05963623502606,8.89
Comprehensive,Diesel,2143 cc,2018.0,Diesel,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,17.0,Silver,4.0,CRDi,Yes,4630.0,2032.0,1432.0,2699.0,7 Speed,FWD,5.0,Power,"tubeless,radial",4.0,470.0,17.9,DOHC,No,5.5,Kolkata,20.99,10.757924157061597,18.40999999999999
Comprehensive,Petrol,796 cc,2019.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,14.0,Red,3.0,Unknown,Unknown,3445.0,1515.0,1475.0,2360.0,5 Speed,FWD,5.0,Power,tubeless,5.0,194.2967032843453,22.05,DOHC,Unknown,4.6,Kolkata,3.04,9.970632050165458,3.04
Comprehensive,Petrol,998 cc,2015.0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,13.0,Silver,3.0,MPFI,No,3595.0,1475.0,1700.0,2400.0,5 Speed,FWD,5.0,Power,tubeless,4.0,227.2505102465558,18.9,DOHC,No,4.6,Kolkata,3.08,10.043510330455955,3.08
Comprehensive,Petrol,1999 cc,2021.0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Elantra,16.0,Black,4.0,MPFI,No,4620.0,1800.0,1465.0,2700.0,6 Speed,FWD,5.0,Power,"tubeless,radial",4.0,420.0,14.62,DOHC,No,9.635926261499982,Kolkata,15.5,9.702973165917758,15.5
Third Party insurance,Diesel,1995 cc,2008.0,Diesel,Sedan,Automatic,1,BMW,BMW 3 Series,16.0,Green,4.0,Unknown,Yes,4531.0,1817.0,1421.0,2760.0,6 Speed,RWD,5.0,Power,"tubeless,radial",4.0,460.0,13.2,DOHC,No,7.533754668255341,Kolkata,5.0,11.407576060361786,5.0
Third Party insurance,Petrol,1199 cc,2013.0,Petrol,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,14.0,Others,4.0,MPFI,No,3640.0,1595.0,1520.0,2375.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,170.0,18.6,DOHC,No,4.85,Kolkata,1.5,11.002116507732017,2.55
Third Party insurance,Petrol,1199 cc,2016.0,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,15.0,Orange,3.0,MPFI,No,3971.0,1682.0,1469.0,2469.0,5 Speed,FWD,5.0,Power,"tubeless,radial",5.0,280.0,16.2,DOHC,No,4.97,Kolkata,3.95,11.002116507732017,3.95
Comprehensive,Petrol,1353 cc,2020.0,Petrol,SUV,Automatic,1,Kia,Kia Seltos,17.0,Black,4.0,GDi,Yes,4315.0,1800.0,1645.0,2610.0,7-Speed DCT,FWD,5.0,Electric,"tubeless,radial",5.0,433.0,16.5,DOHC,Unknown,8.614012373969004,Kolkata,14.0,10.509850603011182,14.0
Third Party insurance,Petrol,998 cc,2019.0,Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,15.0,Others,3.0,MPFI,No,3655.0,1620.0,1675.0,2435.0,5 Speed,FWD,5.0,Power,"tubeless tyres,radial",5.0,341.0,21.79,DOHC,No,4.7,Kolkata,4.5,9.90353755128617,4.5
Comprehensive,Petrol,1197 cc,2018.0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,14.0,Grey,4.0,MPFI,No,3995.0,1695.0,1555.0,2430.0,5 Speed,FWD,5.0,Power,"tubeless,radial",4.0,320.0,19.0,DOHC,No,4.8,Kolkata,4.95,9.749986661550366,4.95
Comprehensive,Diesel,2179 cc,2018.0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,17.0,White,4.0,Direct Injection,Yes,4585.0,1890.0,1785.0,2700.0,6 Speed,FWD,7.0,Power,tubeless,5.0,720.0,16.0,DOHC,No,5.6,Kolkata,10.78,10.571342565808699,10.78
